ID,Author_Name,Years,Author_ID,Title,Year,School,School_ID,Department_free_text,Department_broad_category,Department CBID,Subject_broad,Root_dissertation,Advisor_Name_1,Advisor_ID_1,Advisor_Role_1,Advisor_Name_2,Advisor_ID_2,Advisor_Role_2,Advisor_Name_3,Advisor_ID_3,Advisor_Role_3,Advisor_Name_4,Advisor_ID_4,Advisor_Role_4,Advisor_Name_5,Advisor_ID_5,Advisor_Role_5,Advisor_Name_6,Advisor_ID_6,Advisor_Role_6,Advisor_Name_7,Advisor_ID_7,Advisor_Role_7,Advisor_Name_8,Advisor_ID_8,Advisor_Role_8,Category_ID,Source Notes,Edition_Details
COMB_006498,"Hineline, Mark L.",,CBA000045835,"The visual culture of the earth sciences, 1863-1970",1993,"University of California, San Diego",CBA000162469,,,,,,"Rudwick, Martin",CBA000158172,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115583,,Chair: Martin Rudwick
COMB_006499,"Russell, Frank S.",,CBA000088384,"Information gathering and intelligence in the Greek world, ca. 800-322 B.C",1994,"University of California, Los Angeles",CBA000138968,,,,,,"Lattimore, Steven",CBA000058260,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118587,,Chair: Steven Lattimore
COMB_006500,"Prescott, Robert A.",,CBA000081673,Reweaving the rainbow: Science in Romantic poetry,1988,University of Illinois at Urbana-Champaign,CBA000162488,,,,,,"Stillinger, Jack",CBA000098567,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,Advisor: Jack Stillinger
COMB_006501,"Hayashi, Takao",,CBA000043721,The <em>Bakhshālī</em> manuscript,1985,Brown University,CBA000114166,,,,,,"Pingree, David Edwin",CBA000080114,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: David Pingree
COMB_006502,"Taylor, Duncan MacDonald",,CBA000100955,Environmentalism and dualism in the history of ideas,1985,"University of California, Santa Cruz",CBA000120395,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,
COMB_006503,"Gillespie, Richard",,CBA000037185,Manufacturing knowledge: A history of the Hawthorne experiments,1985,University of Pennsylvania,CBA000115228,,,,,,"Kuklick, Henrika",CBA000056549,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116216,,Supervisor: Henrika Kuklick
COMB_006504,"Foster, David Ruel",,CBA000033181,A study and critique of Thomas Aquinas' arguments for the immateriality of the intellect,1988,Catholic University of America,CBA000118181,,,,,,"Wallace, William A.",CBA000107028,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Director: William A. Wallace
COMB_006505,"McCauley, Bernadette",,CBA000066895,"“Who shall take care of our sick?” Roman Catholic sisterhoods and their hospitals, New York City, 1850-1930",1992,Columbia University,CBA000119793,,,,,,"Rothman, David J.",CBA000158073,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116030,,Sponsor: David Rothman
COMB_006506,"Higgins, Catherine R.",,CBA000045548,Out of mind: The institutionalized insane in 19th-century Philadelphia,1986,Bryn Mawr College,CBA000162251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116030,,
COMB_006507,"Stiling, Rodney L.",,CBA000098558,The diminishing deluge: Noah's Flood in 19th century American thought,1991,"University of Wisconsin, Madison",CBA000162546,,,,,,"Numbers, Ronald L.",CBA000074843,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,Supervisor: Ronald L. Numbers
COMB_006508,"Johnson, Ann Braden",,CBA000050682,Unravelling of a social policy: The history of the deinstitutionalization of the mentally ill in New York State,1986,New York University,CBA000120730,,,,,,"Donnell, Catherine",CBA000148075,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116048,,Advisor: Catherine Donnell
COMB_006509,"Lutz, Reinhart C.",,CBA000062883,Henry Adams: The Virgin's spirituality and the spirit of electricity,1991,"University of California, Santa Barbara",CBA000162471,,,,,,"McConnell, Frank",CBA000066974,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chair: Frank McConnell
COMB_006510,"Day, Carol A.",,CBA000023955,Jean Buridan on the classification of the sciences,1986,Indiana University,CBA000118764,,,,,,"Grant, Edward",CBA000039358,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chair: Edward Grant
COMB_006511,"Arnold, Ken R.",,CBA000003230,Cabinets for the curious: Practicing science in early modern English museums,1992,Princeton University,CBA000115251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006512,"Von Mayrhauser, Richard T.",,CBA000106386,The triumph of utility: The forgotten clash of American psychologies in World War I,1986,University of Chicago,CBA000114764,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115689,,
COMB_006513,"Miller, Jimmy H.",,CBA000069560,A Philadelphia Brahmin in Flagstaff: The life of Harold Sellers Colton,1985,Northern Arizona University,CBA000162363,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006514,"Hershberg, James G.",,CBA000045133,"James B. Conant, nuclear weapons, and the Cold War, 1945-1950",1989,Tufts University,CBA000120821,,,,,,"Sherwin, Martin Jay",CBA000093961,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Martin J. Sherwin
COMB_006515,"Purinton, Jeffrey S.",,CBA000082322,Epicurus' libertarian atomism,1992,Princeton University,CBA000115251,,,,,,"Furley, David J.",CBA000034697,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115620,,Advisor: David J. Furley
COMB_006516,"Garber, Janet Bell",,CBA000035381,Charles Darwin as a laboratory director,1989,"University of California, Los Angeles",CBA000138968,,,,,,"Frank, Robert G., Jr.",CBA000033569,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118595,,Chair: Robert G. Frank
COMB_006517,"DeCarvalho, Roy José",,CBA000024186,A history of humanistic psychology,1988,"University of Wisconsin, Madison",CBA000162546,,,,,,"Hilts, Victor Lowell",CBA000045785,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Victor L. Hilts
COMB_006518,"Kesling, Gary L.",,CBA000053337,The historical development of cardiac transplantation,1987,Texas Woman's University,CBA000162429,,,,,,"Tandy, R.",CBA000100635,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116151,,Major professor: R. Tandy
COMB_006519,"Creet, Mario",,CBA000021995,"Science and engineering at McGill and Queen's Universities and the University of Toronto, 1880s to 1920s",1992,Queen's University at Kingston (Canada),CBA000162381,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115645,,
COMB_006520,"Rozemond, Maria H.",,CBA000087844,Descartes's conception of the mind,1989,"University of California, Los Angeles",CBA000138968,,,,,,"Adams, Robert M.",CBA000000468,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Chair: Robert M. Adams
COMB_006521,"Qian, Wen-yuan",,CBA000082434,Axiomaticism in science development,1988,University of Michigan,CBA000115143,,,,,,"Steneck, Nicholas Hans",CBA000098176,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115602,,Chairman: Nicholas H. Steneck
COMB_006522,"Brown, JoAnne",,CBA000013416,"The semantics of profession: Metaphor and power in the history of psychological testing, 1890-1929",1985,"University of Wisconsin, Madison",CBA000162546,,,,,,"Kaestle, Carl F.",CBA000051671,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Carl F. Kaestle
COMB_006523,"Magnusson, Roberta J.",,CBA000063729,Medieval water supplies: Hydraulic technology and social organization in England and Italy,1994,"University of California, Berkeley",CBA000118094,,,,,,"Brentano, Robert",CBA000012558,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116225,,Chair: Robert Brentano
COMB_006524,"Adams, David P.",,CBA000000423,"Penicillin allocation on the American home front: The Committee on Chemotherapeutic and Other Agents, 1940-1945",1987,University of Florida,CBA000138999,,,,,,"Hall, Kermit L.",CBA000041942,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115689,,Chairman: Kermit L. Hall
COMB_006525,"Watters, James E.",,CBA000107836,The regulation of railroad technology between 1860 and 1920 and its effect on the New England carbuilding industry,1989,Clark University,CBA000114772,,,,,,"Sokal, Michael M.",CBA000159461,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116236,,Chief Instructor: Michael M. Sokal
COMB_006526,"Rowan, Milton",,CBA000087714,"Politics and pure research: The origins of the National Science Foundation, 1942-1954",1985,Miami University,CBA000162350,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115653,,
COMB_006527,"Whitt, Laurie Anne",,CBA000109439,The promise and pursuit of scientific theories,1985,University of Western Ontario (Canada),CBA000162544,,,,,,"Nicholas, John M.",CBA000155833,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: John Nicholas
COMB_006528,"Leiner, George H.",,CBA000059342,Wilhelm Dilthey and the structure and source of the sciences,1988,"Purdue University (Lafayette, Indiana)",CBA000115258,,,,,,"Schrag, Calvin O.",CBA000091677,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Major Professor: Calvin O. Schrag
COMB_006529,"Mohamed, Mohini",,CBA000070327,The lives and contributions of selected non-western mathematicians during the Islamic medieval civilization,1990,Temple University,CBA000162424,,,,,,"Krulik, Stephen",CBA000056299,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118594,,Advisor: Stephen Krulik
COMB_006530,"Coppolino, Nina C.",,CBA000021053,Columella's <em>hortus numerosus</em>: Vergilian influence on Book 10 of the <em>De re rustica</em>,1994,Fordham University,CBA000162290,,,,,,"Evans, Harry B.",CBA000030095,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118587,,Director: Harry B. Evans
COMB_006531,"Sasaki, Chikara",,CBA000089889,Descartes's mathematical thought,1989,Princeton University,CBA000115251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006532,"Semonin, Paul",,CBA000093022,Citizens and strangers: The American Museum before Barnum,1994,University of Oregon,CBA000115207,,,,,,"Pope, Daniel",CBA000081017,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Daniel Pope
COMB_006533,"Roach, Linda Easley",,CBA000085679,Use of the history of science in a nonscience majors course: Does it affect students' understanding of the nature of science?,1993,Louisiana State University,CBA000162332,,,,,,"Good, Ronald G.",CBA000038518,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115598,,Director: Ronald G. Good
COMB_006534,"Schaefer, Axel R.",,CBA000090357,"Neither liberalism or socialism: American progressives, German social reform, and the organicist model of the welfare state, 1870-1920",1994,University of Washington,CBA000115526,,,,,,"Saum, Lewis O.",CBA000089998,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chairperson: Lewis O. Saum
COMB_006535,"Sewell, Jane Eliot",,CBA000093313,"Bountiful bodies: Spencer Wells, Lawson Tait, and the birth of British gynaecology",1991,Johns Hopkins University,CBA000135399,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006536,"Ahmad, Salma P.",,CBA000000767,Institutions and the growth of knowledge: The Rockefeller Foundation's influence on the social sciences between the wars,1987,University of Manchester (UK),CBA000162674,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115668,,
COMB_006537,"Barkan, Diana L. Kormos",,CBA000005335,Walther Nernst and the transition to modern physical chemistry,1990,Harvard University,CBA000114966,,,,,,"Hiebert, Erwin N.",CBA000045517,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Erwin N. Hiebert
COMB_006538,Sadr al-Shari'a,,CBA000088851,"The astronomical work of Ṣadr al-Sharī'ah: An Islamic response to Greek astronomy. [Edited by] Dallal, Ahmad S.",1990,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118594,,
COMB_006539,"Sadowsky, Jonathan H.",,CBA000088848,Imperial bedlam: Institutions of madness and colonialism in southwest Nigeria,1993,Johns Hopkins University,CBA000135399,,,,,,"Curtin, Philip D.",CBA000147534,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116030,,Supervisor: Philip D. Curtin
COMB_006540,"Weinberg, Sue M.",,CBA000108312,Atoms and monads: An inquiry into the idea of nature in Locke's <em>Essay</em> and Leibniz's <em>New essays</em>,1985,"New York, City University of",CBA000118969,,,,,,"Landesman, Charles",CBA000057602,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Advisor: Charles Landesman
COMB_006541,"Wharton, David E.",,CBA000109105,The engineering and technological education of Black Americans: 1865-1950,1991,University of Massachusetts Amherst,CBA000162497,,,,,,"Rossman, Gretchen",CBA000087387,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115642,,Director: Gretchen Rossman
COMB_006542,"Ferguson, Philip M.",,CBA000031334,"Abandoned to their fate: A history of social policy and practice toward severely retarded people in America, 1820-1920",1988,Syracuse University,CBA000162419,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116051,,
COMB_006543,"Sullivan, William F.",,CBA000099627,The astronomy of Andean myth: The history of cosmology,1988,University of St. Andrews (UK),CBA000162723,,,,,,"Gifford, Douglass",CBA000036993,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115884,,Supervisor: Douglass Gifford
COMB_006544,"Sigurdsson, Skuli",,CBA000094529,"Hermann Weyl, mathematics, and physics, 1900-1927",1991,Harvard University,CBA000114966,,,,,,"Schweber, Silvan Sam",CBA000158746,Advisor,"Hiebert, Erwin N.",CBA000045517,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115800,,Advisor: Silvan S. Schweber
COMB_006545,"Rothfels, Nigel T.",,CBA000087502,"Bring 'em back alive: Carl Hagenbeck and exotic animal and people trades in Germany, 1848-1914",1994,Harvard University,CBA000114966,,,,,,"Fleming, Donald",CBA000032470,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115759,,Advisor: Donald Fleming
COMB_006546,"Cornell, John S.",,CBA000021186,"When science entered the soul: German psychology and religion, 1890-1914",1990,Yale University,CBA000115552,,,,,,"Gay, Peter",CBA000036007,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,Advisor: Peter Gay
COMB_006547,"Catton, Theodore R.",,CBA000017166,Inhabited wilderness: The making of Alaska's national parks,1994,University of Washington,CBA000115526,,,,,,"White, Richard",CBA000161522,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,Chairperson: Richard White
COMB_006548,"Ott, Katherine",,CBA000076298,"The intellectual origins and cultural form of tuberculosis in the United States, 1870-1925",1991,Temple University,CBA000162424,,,,,,"Davis, Allen F.",CBA000147695,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116103,,Major Advisor: Allen F. Davis
COMB_006549,"Assmus, Alexi J.",,CBA000003565,"Molecular structure and the genesis of the American quantum physics community, 1916-1926",1991,Harvard University,CBA000114966,,,,,,"Schweber, Silvan Sam",CBA000158746,Advisor,"Holton, Gerald James",CBA000151386,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisors: Gerald Holton; Silvan S. Schweber
COMB_006550,"Bates, David W.",,CBA000006097,Variations of error in late Enlightenment France,1994,University of Chicago,CBA000114764,,,,,,"Goldstein, Jan E.",CBA000038234,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115616,,Advisor: Jan Goldstein
COMB_006551,"Gariepy, Thomas P.",,CBA000035600,Mechanism without metaphysics: Henricus Regius and the establishment of Cartesian medicine,1990,Yale University,CBA000115552,History of Science and Medicine,,,,,"Holmes, Frederic Lawrence",CBA000046745,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115623,,Advisor: Frederic L. Holmes
COMB_006552,"Green, Amy S.",,CBA000039618,Savage childhood: The scientific construction of girlhood and boyhood in the Progressive Era,1995,Yale University,CBA000115552,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006553,"Petrina, Stephen",,CBA000079283,"Psychology, technology and clinical procedures in education: The cases of Luella W. Cole and Sidney L. Pressey, 1917-1934",1994,"University of Maryland, College Park",CBA000162496,,,,,,"Beatty, Charles J.",CBA000006594,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Charles J. Beatty
COMB_006554,"Bess, Jennifer",,CBA000008617,"Remodeling Eden in early modern travel narratives, science and poetry",1995,Catholic University of America,CBA000118181,,,,,,"O'Donnell, Anne",CBA000075031,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,Director: Anne O'Donnell
COMB_006555,"Riskin, Jessica G.",,CBA000085525,The quarrel over method in natural science and politics during the late Enlightenment,1995,"University of California, Berkeley",CBA000118094,,,,,,"Heilbron, John L.",CBA000044167,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115687,,Chair: John L. Heilbron
COMB_006556,"Williams, John Alexander",,CBA000110039,"Giving nature a higher purpose: Back-to-nature movements in Weimar Germany, 1918-1933",1996,University of Michigan,CBA000115143,,,,,,"Eley, Geoff",CBA000028943,Advisor,"Canning, Kathleen M.",CBA000015942,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,Co-chairs: Geoff Eley; Kathleen Canning
COMB_006557,"Genuth, Joel",,CBA000036327,The local origins of United States national science policy,1996,Massachusetts Institute of Technology,CBA000115126,,,,,,"Graham, Loren R.",CBA000039234,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115653,,Supervisor: Loren R. Graham
COMB_006558,"Higby, Gregory J.",,CBA000045542,"William Procter, Jr. (1817-1874) and his contribution to American pharmacy",1984,"University of Wisconsin, Madison",CBA000162546,History of Science,,,History of Medicine,No,"Sonnedecker, Glenn A.",CBA000096618,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Glenn Sonnedecker
COMB_006559,"Ring, Katy",,CBA000085448,"The popularisation of elementary sciences through popular science books, c. 1870-c. 1939",1988,University of Kent (UK),CBA000162652,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115647,,
